Battery_ID,Cycle_Count,Voltage_V,Current_A,Temperature_C,SOC_percent,Capacity_Ah,Internal_Resistance_Ohm,Energy_Remaining_kWh,Power_kW,SOH_percent,Condition_Score,Battery_Condition,Second_Life_Status
EVB_0431,1030,335.06,61.7,25.16,29.95,48.57,0.072,4.87,20.67,80.95,89.25,Moderate,Suitable for evaluation
EVB_0432,977,331.85,39.64,29.75,30.8,47.27,0.0753,4.83,13.15,78.79,87.62,Degraded,Suitable for evaluation
EVB_0433,1234,345.72,54.71,34.05,49.93,44.8,0.0898,7.73,18.92,74.67,83.43,Degraded,Suitable for evaluation
EVB_0434,1329,372.52,56.79,28.39,98.46,45.24,0.0883,16.59,21.16,75.4,84.02,Degraded,Suitable for evaluation
EVB_0435,1396,337.84,25.32,22.75,30.55,43.58,0.0824,4.5,8.55,72.63,83.29,Degraded,Suitable for evaluation
EVB_0436,177,347.76,76.26,37.8,43.66,57.74,0.0499,8.77,26.52,96.23,96.25,Healthy,Not yet
EVB_0437,67,374.49,8.93,28.12,89.69,59.21,0.0421,19.89,3.34,98.69,99.28,Healthy,Not yet
EVB_0438,615,325.84,63.05,30.82,5.28,51.96,0.0667,0.89,20.54,86.6,92.63,Moderate,Suitable for evaluation
EVB_0439,619,323.94,76.11,34.41,8.78,52.52,0.0684,1.49,24.65,87.54,93.15,Moderate,Suitable for evaluation
EVB_0440,1396,350.35,41.48,30.31,62.39,43.0,0.0916,9.4,14.53,71.67,81.54,Degraded,Suitable for evaluation
EVB_0441,735,373.17,37.35,30.35,91.2,51.31,0.0742,17.46,13.94,85.51,91.47,Moderate,Suitable for evaluation
EVB_0442,675,340.19,59.69,38.24,27.69,50.7,0.0784,4.78,20.31,84.5,88.41,Moderate,Suitable for evaluation
EVB_0443,1361,344.82,78.38,31.21,49.62,43.95,0.0942,7.52,27.03,73.24,82.06,Degraded,Suitable for evaluation
EVB_0444,903,347.9,40.21,36.9,47.79,49.79,0.0826,8.28,13.99,82.98,87.82,Moderate,Suitable for evaluation
EVB_0445,1736,348.13,30.95,34.36,49.93,39.03,0.1058,6.78,10.77,65.04,76.0,Critical,Consider second-life/replacement
EVB_0446,1011,358.65,35.68,46.14,64.14,47.82,0.0903,11.0,12.8,79.7,79.44,Degraded,Suitable for evaluation
EVB_0447,1712,353.13,17.1,33.28,49.63,39.67,0.1007,6.95,6.04,66.12,77.27,Critical,Consider second-life/replacement
EVB_0448,204,345.46,61.46,35.1,47.51,57.12,0.0552,9.38,21.23,95.2,97.3,Healthy,Not yet
EVB_0449,539,346.34,35.74,38.81,50.06,52.62,0.0741,9.12,12.38,87.7,90.41,Moderate,Suitable for evaluation
EVB_0450,1459,350.2,39.91,30.51,61.13,41.85,0.1019,8.96,13.98,69.75,79.11,Critical,Consider second-life/replacement
EVB_0451,834,351.49,60.65,24.9,56.02,50.2,0.0732,9.88,21.32,83.66,90.59,Moderate,Suitable for evaluation
EVB_0452,1177,373.33,33.88,26.21,86.14,45.84,0.0882,14.74,12.65,76.39,84.6,Degraded,Suitable for evaluation
EVB_0453,1466,318.67,63.5,26.28,9.7,43.3,0.0849,1.34,20.24,72.17,82.71,Degraded,Suitable for evaluation
EVB_0454,295,374.79,22.21,22.4,84.17,57.01,0.0536,17.98,8.33,95.02,97.26,Healthy,Not yet
EVB_0455,1249,369.32,58.04,32.54,85.17,45.56,0.0889,14.33,21.43,75.94,84.24,Degraded,Suitable for evaluation
EVB_0456,1112,333.37,53.31,24.96,32.07,46.84,0.0899,5.01,17.77,78.07,85.29,Degraded,Suitable for evaluation
EVB_0457,1550,340.61,43.53,31.56,48.97,40.73,0.1021,6.79,14.83,67.88,78.06,Critical,Consider second-life/replacement
EVB_0458,1755,339.23,47.76,28.73,46.66,39.17,0.1084,6.2,16.2,65.28,75.78,Critical,Consider second-life/replacement
EVB_0459,808,331.7,24.75,29.67,25.76,50.35,0.075,4.3,8.21,83.91,90.48,Moderate,Suitable for evaluation
EVB_0460,587,344.35,47.82,34.45,42.7,52.16,0.0693,7.67,16.47,86.93,92.81,Moderate,Suitable for evaluation
EVB_0461,970,326.99,47.34,25.66,9.22,49.21,0.0851,1.48,15.48,82.01,88.1,Moderate,Suitable for evaluation
EVB_0462,457,340.64,24.56,35.11,31.39,55.28,0.0559,5.91,8.37,92.14,95.61,Healthy,Not yet
EVB_0463,574,367.11,29.01,42.54,82.58,51.97,0.0757,15.76,10.65,86.62,87.36,Moderate,Suitable for evaluation
EVB_0464,877,338.61,44.83,32.74,32.03,49.03,0.0824,5.32,15.18,81.72,88.29,Moderate,Suitable for evaluation
EVB_0465,1579,371.66,30.14,23.74,82.73,40.67,0.0927,12.5,11.2,67.78,79.25,Critical,Consider second-life/replacement
EVB_0466,952,357.33,0.92,25.08,55.5,49.0,0.0817,9.72,0.33,81.67,88.36,Moderate,Suitable for evaluation
EVB_0467,85,373.88,59.74,28.01,88.59,59.33,0.0449,19.65,22.34,98.88,99.38,Healthy,Not yet
EVB_0468,734,357.78,41.29,25.24,59.6,51.22,0.0711,10.92,14.77,85.37,91.8,Moderate,Suitable for evaluation
EVB_0469,69,328.96,9.13,22.07,7.82,59.36,0.0443,1.53,3.0,98.94,99.42,Healthy,Not yet
EVB_0470,370,357.4,81.13,31.24,69.16,54.66,0.0628,13.51,29.0,91.1,95.1,Healthy,Not yet
EVB_0471,561,322.67,72.23,28.23,9.26,53.53,0.0635,1.6,23.31,89.22,94.07,Moderate,Suitable for evaluation
EVB_0472,449,355.1,38.98,31.52,47.81,54.54,0.0653,9.26,13.84,90.9,95.0,Healthy,Not yet
EVB_0473,703,374.98,24.64,39.49,93.3,50.89,0.0789,17.8,9.24,84.81,87.76,Moderate,Suitable for evaluation
EVB_0474,1021,321.13,55.77,28.11,20.69,46.68,0.0776,3.1,17.91,77.79,86.78,Degraded,Suitable for evaluation
EVB_0475,520,344.29,49.6,20.52,42.04,53.78,0.0652,7.78,17.08,89.63,94.3,Moderate,Suitable for evaluation
EVB_0476,1216,365.96,51.84,26.81,74.34,45.66,0.0849,12.42,18.97,76.1,84.87,Degraded,Suitable for evaluation
EVB_0477,1165,371.74,25.23,36.16,88.81,44.78,0.091,14.78,9.38,74.63,82.55,Degraded,Suitable for evaluation
EVB_0478,1427,360.63,62.51,35.41,68.74,42.87,0.098,10.63,22.54,71.45,80.31,Degraded,Suitable for evaluation
EVB_0479,883,338.62,38.93,34.15,29.53,49.49,0.0828,4.95,13.18,82.48,88.66,Moderate,Suitable for evaluation
EVB_0480,776,359.59,54.96,25.0,69.09,50.3,0.0743,12.5,19.76,83.83,90.53,Moderate,Suitable for evaluation
EVB_0481,903,336.46,32.67,36.02,33.19,49.38,0.0813,5.51,10.99,82.31,88.15,Moderate,Suitable for evaluation
EVB_0482,100,365.73,89.88,37.82,73.25,58.58,0.052,15.69,32.87,97.63,97.01,Healthy,Not yet
EVB_0483,1738,374.76,52.04,24.44,95.63,39.34,0.1008,14.1,19.5,65.57,76.96,Critical,Consider second-life/replacement
EVB_0484,1771,360.59,94.09,29.67,73.53,39.12,0.1075,10.37,33.93,65.2,75.86,Critical,Consider second-life/replacement
EVB_0485,624,372.49,55.46,46.16,86.97,52.38,0.0772,16.97,20.66,87.31,85.36,Moderate,Suitable for evaluation
EVB_0486,1263,317.34,40.27,24.08,5.2,45.56,0.0817,0.75,12.78,75.93,85.2,Degraded,Suitable for evaluation
EVB_0487,1198,364.17,57.15,16.36,73.17,45.86,0.0816,12.22,20.81,76.43,85.49,Degraded,Suitable for evaluation
EVB_0488,199,373.31,57.15,41.06,83.81,57.01,0.0673,17.84,21.34,95.01,93.62,Healthy,Not yet
EVB_0489,363,320.54,56.66,39.09,8.85,55.01,0.0623,1.56,18.16,91.68,92.97,Healthy,Not yet
EVB_0490,619,371.56,51.81,26.34,87.8,51.83,0.071,16.91,19.25,86.38,92.38,Moderate,Suitable for evaluation
EVB_0491,1415,334.4,61.18,29.1,29.39,43.13,0.0931,4.24,20.46,71.88,81.45,Degraded,Suitable for evaluation
EVB_0492,354,359.77,24.93,20.2,68.2,56.68,0.0623,13.91,8.97,94.46,96.95,Healthy,Not yet
EVB_0493,1765,367.01,22.11,30.71,81.03,38.57,0.112,11.47,8.11,64.28,74.75,Critical,Consider second-life/replacement
EVB_0494,731,359.89,28.55,39.33,67.95,51.35,0.0747,12.56,10.27,85.58,88.84,Moderate,Suitable for evaluation
EVB_0495,887,326.53,51.64,25.66,13.77,48.83,0.0681,2.2,16.86,81.38,89.76,Moderate,Suitable for evaluation
EVB_0496,1127,353.79,39.58,37.02,61.65,46.52,0.0824,10.15,14.0,77.54,84.78,Degraded,Suitable for evaluation
EVB_0497,1052,346.48,26.57,33.71,57.21,48.26,0.0816,9.57,9.21,80.43,87.7,Moderate,Suitable for evaluation
EVB_0498,493,368.65,54.09,34.62,90.53,54.56,0.0735,18.21,19.94,90.94,94.55,Healthy,Not yet
EVB_0499,662,346.84,50.89,26.13,43.4,50.96,0.0665,7.67,17.65,84.93,91.71,Moderate,Suitable for evaluation
EVB_0500,1042,339.84,49.78,27.16,35.5,47.9,0.0821,5.78,16.92,79.83,87.3,Degraded,Suitable for evaluation
EVB_0501,313,367.79,37.21,15.23,76.24,56.68,0.0612,15.89,13.68,94.46,96.95,Healthy,Not yet
EVB_0502,1126,344.58,38.89,25.47,44.2,46.61,0.0849,7.1,13.4,77.68,85.75,Degraded,Suitable for evaluation
EVB_0503,1645,357.01,27.89,39.31,66.38,40.53,0.1103,9.61,9.96,67.56,74.19,Critical,Consider second-life/replacement
EVB_0504,1053,361.07,59.84,22.57,66.41,46.78,0.0843,11.22,21.61,77.97,85.97,Degraded,Suitable for evaluation
EVB_0505,1693,371.81,27.61,23.76,89.36,39.73,0.1054,13.2,10.27,66.21,76.7,Critical,Consider second-life/replacement
EVB_0506,54,361.47,47.34,35.12,61.88,60.12,0.0506,13.45,17.11,100.21,100.0,Healthy,Not yet
EVB_0507,1176,349.81,74.59,33.22,52.7,46.6,0.0859,8.59,26.09,77.67,85.6,Degraded,Suitable for evaluation
EVB_0508,1269,326.72,42.84,35.52,18.19,45.13,0.0941,2.68,14.0,75.22,82.84,Degraded,Suitable for evaluation
EVB_0509,823,328.18,66.37,20.69,16.0,49.51,0.0782,2.6,21.78,82.51,89.29,Moderate,Suitable for evaluation
EVB_0510,926,327.05,58.88,50.51,19.66,47.46,0.1009,3.05,19.26,79.1,75.07,Degraded,Suitable for evaluation
EVB_0511,1041,329.11,54.05,20.27,21.33,47.59,0.0826,3.34,17.79,79.31,86.94,Degraded,Suitable for evaluation
EVB_0512,933,358.55,50.87,31.23,65.6,48.93,0.0817,11.51,18.24,81.55,88.3,Moderate,Suitable for evaluation
EVB_0513,1423,363.12,40.24,28.73,75.39,42.85,0.0959,11.73,14.61,71.42,80.83,Degraded,Suitable for evaluation
EVB_0514,96,353.86,44.98,20.51,55.35,58.28,0.048,11.42,15.92,97.14,98.43,Healthy,Not yet
EVB_0515,916,365.17,31.08,27.04,83.76,49.31,0.0791,15.08,11.35,82.19,88.99,Moderate,Suitable for evaluation
EVB_0516,872,380.93,39.85,30.19,99.17,49.61,0.0804,18.74,15.18,82.69,89.09,Moderate,Suitable for evaluation
EVB_0517,985,371.1,30.52,24.8,82.9,48.38,0.0759,14.88,11.33,80.64,88.56,Moderate,Suitable for evaluation
EVB_0518,705,366.99,60.58,37.5,71.01,51.84,0.0699,13.51,22.23,86.41,91.02,Moderate,Suitable for evaluation
EVB_0519,318,354.99,13.74,28.71,55.59,55.99,0.054,11.05,4.88,93.32,96.33,Healthy,Not yet
EVB_0520,419,348.43,53.94,19.27,47.64,54.63,0.0605,9.07,18.8,91.05,95.08,Healthy,Not yet
EVB_0521,685,323.13,55.5,18.59,13.02,52.56,0.0725,2.21,17.93,87.59,92.85,Moderate,Suitable for evaluation
EVB_0522,1179,347.71,50.28,34.85,42.94,45.32,0.0862,6.77,17.48,75.54,84.39,Degraded,Suitable for evaluation
EVB_0523,1743,372.37,58.47,18.11,91.46,38.76,0.0961,13.2,21.77,64.59,77.05,Critical,Consider second-life/replacement
EVB_0524,1732,366.23,36.04,32.53,81.76,40.08,0.1056,12.0,13.2,66.8,76.99,Critical,Consider second-life/replacement
EVB_0525,706,333.1,52.53,33.56,25.52,51.15,0.0718,4.35,17.5,85.24,91.65,Moderate,Suitable for evaluation
EVB_0526,169,349.27,14.18,22.04,49.33,57.9,0.0463,9.98,4.95,96.5,98.08,Healthy,Not yet
EVB_0527,880,370.78,33.61,37.13,82.59,49.06,0.0785,15.02,12.46,81.76,87.56,Moderate,Suitable for evaluation
EVB_0528,1677,319.12,65.04,16.26,11.4,38.63,0.1072,1.41,20.75,64.38,75.45,Critical,Consider second-life/replacement
EVB_0529,1131,347.55,21.88,32.37,41.8,46.34,0.0868,6.73,7.6,77.24,85.24,Degraded,Suitable for evaluation
EVB_0530,1419,373.39,43.56,29.67,85.92,42.26,0.096,13.56,16.27,70.44,80.27,Degraded,Suitable for evaluation
EVB_0531,790,343.61,33.6,29.05,43.37,50.7,0.0712,7.56,11.55,84.5,91.31,Moderate,Suitable for evaluation
EVB_0532,1547,320.59,47.52,20.58,12.37,42.21,0.0961,1.67,15.23,70.35,80.21,Degraded,Suitable for evaluation
EVB_0533,166,348.66,33.1,22.5,56.54,56.46,0.0494,11.13,11.54,94.1,96.75,Healthy,Not yet
EVB_0534,840,367.73,18.13,42.95,86.87,49.28,0.0868,15.74,6.67,82.13,83.17,Moderate,Suitable for evaluation
EVB_0535,1200,356.61,50.62,39.72,61.08,45.7,0.0888,9.95,18.05,76.17,81.55,Degraded,Suitable for evaluation
EVB_0536,1466,333.13,46.93,35.94,26.5,40.84,0.1077,3.6,15.63,68.06,76.85,Critical,Consider second-life/replacement
EVB_0537,1062,344.18,57.05,37.52,41.5,48.08,0.0905,6.87,19.63,80.13,84.83,Moderate,Suitable for evaluation
EVB_0538,1714,339.08,59.57,36.77,47.76,39.62,0.1083,6.42,20.2,66.03,75.15,Critical,Consider second-life/replacement
EVB_0539,1131,352.79,65.85,27.41,60.03,47.19,0.0878,9.99,23.23,78.64,85.88,Degraded,Suitable for evaluation
EVB_0540,683,370.03,44.15,30.38,77.14,51.41,0.0741,14.67,16.34,85.68,91.58,Moderate,Suitable for evaluation
EVB_0541,562,327.1,72.11,18.22,14.39,52.95,0.0633,2.49,23.59,88.24,93.53,Moderate,Suitable for evaluation
EVB_0542,851,369.28,22.69,29.28,89.52,49.68,0.0739,16.42,8.38,82.79,90.01,Moderate,Suitable for evaluation
EVB_0543,1169,320.13,66.62,39.47,6.17,47.27,0.0995,0.93,21.33,78.78,81.72,Degraded,Suitable for evaluation
EVB_0544,1711,337.6,54.45,24.71,40.15,40.39,0.1134,5.48,18.38,67.32,76.24,Critical,Consider second-life/replacement
EVB_0545,1191,322.29,54.28,38.19,7.6,45.66,0.0934,1.12,17.5,76.1,81.83,Degraded,Suitable for evaluation
EVB_0546,609,344.63,53.93,30.73,42.33,52.87,0.0623,7.71,18.58,88.12,93.46,Moderate,Suitable for evaluation
EVB_0547,1674,350.83,27.11,18.92,54.95,40.36,0.1017,7.78,9.51,67.26,77.77,Critical,Consider second-life/replacement
EVB_0548,537,348.12,23.03,21.14,53.61,55.23,0.0679,10.31,8.02,92.05,95.63,Healthy,Not yet
EVB_0549,1310,327.73,79.29,37.35,20.73,44.44,0.0926,3.02,25.99,74.07,81.31,Degraded,Suitable for evaluation
EVB_0550,946,361.72,40.0,34.42,66.35,48.68,0.0808,11.68,14.47,81.13,88.18,Moderate,Suitable for evaluation
EVB_0551,1345,317.79,46.6,30.81,9.25,43.62,0.0939,1.28,14.81,72.7,81.8,Degraded,Suitable for evaluation
EVB_0552,1262,361.33,21.87,27.81,77.38,45.02,0.0855,12.59,7.9,75.03,84.2,Degraded,Suitable for evaluation
EVB_0553,753,377.35,12.94,31.68,94.93,50.55,0.0771,18.11,4.88,84.26,90.4,Moderate,Suitable for evaluation
EVB_0554,1520,339.56,44.94,37.04,37.28,42.02,0.1066,5.32,15.26,70.03,77.41,Degraded,Suitable for evaluation
EVB_0555,630,350.36,38.35,41.81,54.14,51.13,0.0845,9.7,13.44,85.22,85.85,Moderate,Suitable for evaluation
EVB_0556,839,342.22,46.11,42.19,41.0,49.43,0.0872,6.93,15.78,82.38,83.69,Moderate,Suitable for evaluation
EVB_0557,910,322.51,51.89,32.98,5.64,49.59,0.0754,0.9,16.74,82.66,89.74,Moderate,Suitable for evaluation
EVB_0558,296,347.64,90.81,28.62,41.66,56.71,0.0575,8.21,31.57,94.51,96.98,Healthy,Not yet
EVB_0559,1149,363.23,35.28,31.17,80.21,45.89,0.0901,13.37,12.81,76.48,84.38,Degraded,Suitable for evaluation
EVB_0560,203,358.84,72.04,34.18,61.62,57.4,0.0596,12.69,25.85,95.67,97.62,Healthy,Not yet
EVB_0561,1729,328.56,78.8,34.14,14.62,39.98,0.1057,1.92,25.89,66.63,76.88,Critical,Consider second-life/replacement
EVB_0562,1508,368.27,54.31,40.46,85.48,40.81,0.1026,12.85,20.0,68.02,74.79,Critical,Consider second-life/replacement
EVB_0563,1046,348.15,40.11,46.93,55.45,46.07,0.0906,8.89,13.97,76.78,77.33,Degraded,Suitable for evaluation
EVB_0564,1159,365.97,16.3,28.36,84.96,45.44,0.092,14.13,5.96,75.74,83.72,Degraded,Suitable for evaluation
EVB_0565,746,354.7,52.39,47.25,60.12,50.49,0.0874,10.77,18.58,84.15,81.61,Moderate,Suitable for evaluation
EVB_0566,1358,355.25,62.36,39.38,58.17,42.56,0.0967,8.79,22.15,70.93,77.82,Degraded,Suitable for evaluation
EVB_0567,1293,325.45,80.66,29.19,15.0,45.15,0.0908,2.2,26.25,75.25,83.62,Degraded,Suitable for evaluation
EVB_0568,1142,330.25,31.39,41.99,20.9,45.33,0.0941,3.13,10.37,75.56,79.15,Degraded,Suitable for evaluation
EVB_0569,1120,374.15,34.94,43.49,97.34,46.34,0.0911,16.88,13.07,77.23,79.57,Degraded,Suitable for evaluation
EVB_0570,1058,336.48,30.81,26.32,26.71,46.9,0.0822,4.21,10.37,78.16,86.37,Degraded,Suitable for evaluation
EVB_0571,143,376.96,27.85,43.86,97.86,57.84,0.0619,21.34,10.5,96.4,92.7,Healthy,Not yet
EVB_0572,1007,350.05,56.3,38.6,55.53,46.63,0.0949,9.06,19.71,77.72,82.27,Degraded,Suitable for evaluation
EVB_0573,1061,329.95,36.62,48.95,17.9,47.34,0.0947,2.8,12.08,78.9,76.74,Degraded,Suitable for evaluation
EVB_0574,502,321.47,34.43,26.61,14.43,53.3,0.0557,2.47,11.07,88.84,93.86,Moderate,Suitable for evaluation
EVB_0575,1277,332.24,62.36,27.17,24.84,43.93,0.0855,3.63,20.72,73.22,83.2,Degraded,Suitable for evaluation
EVB_0576,961,371.77,47.96,13.79,92.94,50.13,0.0751,17.32,17.83,83.56,90.28,Moderate,Suitable for evaluation
EVB_0577,267,346.89,51.98,34.57,44.34,57.18,0.0563,8.8,18.03,95.31,97.42,Healthy,Not yet
EVB_0578,523,343.92,34.14,33.0,42.57,54.4,0.0615,7.96,11.74,90.66,94.86,Healthy,Not yet
EVB_0579,481,346.57,70.1,25.5,34.75,54.55,0.0651,6.57,24.3,90.92,95.0,Healthy,Not yet
EVB_0580,390,329.56,48.98,29.35,18.97,55.0,0.0542,3.44,16.14,91.67,95.42,Healthy,Not yet
EVB_0581,600,355.71,87.68,19.51,51.35,51.89,0.0661,9.48,31.19,86.48,92.56,Moderate,Suitable for evaluation
EVB_0582,1685,327.62,51.82,39.59,17.35,39.36,0.1196,2.24,16.98,65.61,71.71,Critical,Consider second-life/replacement
EVB_0583,1362,365.97,-1.12,26.08,84.37,42.97,0.0949,13.27,0.41,71.62,81.07,Degraded,Suitable for evaluation
EVB_0584,1327,342.08,3.38,54.75,40.19,42.54,0.113,5.85,1.15,70.91,66.41,Degraded,Suitable for evaluation
EVB_0585,406,343.19,57.36,28.6,40.61,54.02,0.0666,7.53,19.69,90.03,94.52,Healthy,Not yet
EVB_0586,72,351.68,68.41,23.92,50.03,59.22,0.0525,10.42,24.06,98.69,99.28,Healthy,Not yet
EVB_0587,571,345.55,31.23,26.7,47.19,54.25,0.0672,8.85,10.79,90.42,94.73,Healthy,Not yet
EVB_0588,1173,383.4,76.88,18.7,99.51,46.31,0.0848,17.67,29.47,77.19,85.48,Degraded,Suitable for evaluation
EVB_0589,851,355.6,74.12,33.86,56.81,49.71,0.0778,10.04,26.36,82.86,89.53,Moderate,Suitable for evaluation
EVB_0590,1253,324.78,53.18,26.64,13.38,44.94,0.0886,1.95,17.27,74.89,83.71,Degraded,Suitable for evaluation
EVB_0591,1296,360.29,53.19,39.05,62.65,42.13,0.096,9.51,19.16,70.22,77.73,Degraded,Suitable for evaluation
EVB_0592,811,329.97,64.77,27.8,19.4,49.97,0.0742,3.2,21.37,83.29,90.24,Moderate,Suitable for evaluation
EVB_0593,1732,323.17,84.07,41.08,7.94,37.94,0.1159,0.97,27.17,63.24,70.02,Critical,Consider second-life/replacement
EVB_0594,491,379.07,51.61,36.06,97.22,54.15,0.0621,19.96,19.56,90.26,94.01,Healthy,Not yet
EVB_0595,1681,364.95,44.96,30.23,78.49,39.65,0.1105,11.36,16.41,66.08,75.94,Critical,Consider second-life/replacement
EVB_0596,818,378.28,51.33,42.64,98.11,49.23,0.0854,18.27,19.42,82.05,83.49,Moderate,Suitable for evaluation
EVB_0597,1065,348.49,54.62,37.62,50.4,47.18,0.0873,8.29,19.04,78.63,84.37,Degraded,Suitable for evaluation
EVB_0598,1398,350.92,60.97,53.57,55.56,42.46,0.1137,8.28,21.4,70.77,66.96,Degraded,Suitable for evaluation
EVB_0599,565,329.46,20.22,26.72,20.99,54.28,0.0685,3.75,6.66,90.47,94.76,Healthy,Not yet
EVB_0600,1089,333.32,53.27,30.61,28.46,47.41,0.0777,4.5,17.76,79.02,87.43,Degraded,Suitable for evaluation
EVB_0601,841,369.47,49.13,42.55,84.66,49.72,0.0841,15.55,18.15,82.87,84.17,Moderate,Suitable for evaluation
EVB_0602,385,343.76,45.03,17.65,38.84,54.72,0.0537,7.31,15.48,91.19,95.16,Healthy,Not yet
EVB_0603,307,370.94,55.09,40.54,83.55,55.32,0.0748,17.14,20.43,92.19,91.74,Healthy,Not yet
EVB_0604,546,366.89,76.9,33.51,72.36,53.87,0.0675,14.3,28.21,89.78,94.38,Moderate,Suitable for evaluation
EVB_0605,945,333.39,50.87,22.89,21.83,48.52,0.0734,3.53,16.96,80.87,89.03,Moderate,Suitable for evaluation
EVB_0606,209,351.92,57.07,19.1,53.21,57.67,0.0667,10.8,20.08,96.11,97.86,Healthy,Not yet
EVB_0607,1548,362.65,71.59,24.62,69.35,42.11,0.097,10.59,25.96,70.18,79.99,Degraded,Suitable for evaluation
EVB_0608,901,340.01,50.63,11.72,27.33,48.13,0.0757,4.47,17.21,80.21,88.36,Moderate,Suitable for evaluation
EVB_0609,1737,360.84,24.94,26.08,83.92,40.13,0.1052,12.15,9.0,66.89,77.09,Critical,Consider second-life/replacement
EVB_0610,739,355.92,55.27,34.98,56.76,51.81,0.0715,10.47,19.67,86.35,92.3,Moderate,Suitable for evaluation
EVB_0611,1748,325.66,8.89,26.19,20.7,37.59,0.1072,2.53,2.89,62.64,74.5,Critical,Consider second-life/replacement
EVB_0612,429,358.7,2.38,41.11,60.38,56.22,0.0601,12.18,0.85,93.71,92.88,Healthy,Not yet
EVB_0613,1618,380.99,45.0,43.28,99.97,40.44,0.1166,15.4,17.14,67.39,70.89,Critical,Consider second-life/replacement
EVB_0614,1006,326.47,6.47,40.21,19.3,47.36,0.0839,2.98,2.11,78.93,83.44,Degraded,Suitable for evaluation
EVB_0615,740,363.58,17.42,31.85,82.59,51.48,0.0707,15.46,6.33,85.81,92.1,Moderate,Suitable for evaluation
EVB_0616,1500,333.47,41.19,11.4,24.69,41.32,0.1005,3.4,13.74,68.86,78.81,Critical,Consider second-life/replacement
EVB_0617,1686,364.68,28.5,24.37,79.33,40.15,0.1032,11.62,10.39,66.92,77.38,Critical,Consider second-life/replacement
EVB_0618,1341,357.49,39.37,28.86,74.78,43.35,0.0913,11.59,14.07,72.25,81.9,Degraded,Suitable for evaluation
EVB_0619,1650,343.59,67.01,22.85,33.55,41.61,0.0987,4.8,23.02,69.36,79.32,Critical,Consider second-life/replacement
EVB_0620,1490,339.84,50.98,28.88,35.95,42.16,0.1055,5.15,17.32,70.27,78.91,Degraded,Suitable for evaluation
EVB_0621,1241,368.22,26.26,42.88,80.29,45.21,0.1009,13.37,9.67,75.35,77.6,Degraded,Suitable for evaluation
EVB_0622,1116,351.18,69.52,16.83,48.84,46.06,0.0797,7.9,24.41,76.76,85.92,Degraded,Suitable for evaluation
EVB_0623,1629,359.67,16.35,44.49,74.43,40.6,0.1143,10.87,5.88,67.66,70.61,Critical,Consider second-life/replacement
EVB_0624,334,331.36,52.71,37.08,19.06,55.89,0.0577,3.53,17.46,93.15,94.99,Healthy,Not yet
EVB_0625,446,368.17,12.96,32.15,85.99,53.66,0.0692,16.99,4.77,89.43,94.19,Moderate,Suitable for evaluation
EVB_0626,61,363.11,46.84,24.29,72.53,59.1,0.0479,15.57,17.01,98.5,99.18,Healthy,Not yet
EVB_0627,1680,372.79,34.33,23.01,91.16,41.19,0.0999,14.0,12.8,68.65,78.77,Critical,Consider second-life/replacement
EVB_0628,1375,321.93,68.37,16.99,17.58,44.1,0.0959,2.5,22.01,73.5,81.97,Degraded,Suitable for evaluation
EVB_0629,1326,352.29,56.61,43.73,61.34,43.43,0.1013,9.38,19.94,72.38,75.4,Degraded,Suitable for evaluation
EVB_0630,548,354.11,33.0,42.3,61.92,51.79,0.0689,11.35,11.69,86.31,88.09,Moderate,Suitable for evaluation
EVB_0631,803,342.09,32.35,18.75,38.58,49.78,0.0746,6.57,11.07,82.97,90.02,Moderate,Suitable for evaluation
EVB_0632,84,351.73,39.5,25.58,48.55,58.01,0.0494,9.91,13.89,96.68,98.17,Healthy,Not yet
EVB_0633,776,325.39,83.73,33.47,8.61,49.4,0.0795,1.38,27.24,82.33,89.02,Moderate,Suitable for evaluation
EVB_0634,898,367.48,71.04,27.6,75.86,49.77,0.0767,13.88,26.11,82.96,89.73,Moderate,Suitable for evaluation
EVB_0635,139,359.3,26.71,14.65,57.19,58.38,0.0503,11.99,9.6,97.29,98.51,Healthy,Not yet
EVB_0636,825,326.0,64.15,24.74,10.49,51.36,0.0745,1.76,20.91,85.59,91.47,Moderate,Suitable for evaluation
EVB_0637,654,367.05,11.47,45.61,69.67,50.98,0.0868,13.04,4.21,84.96,83.13,Moderate,Suitable for evaluation
EVB_0638,1019,348.04,37.03,25.28,49.34,47.77,0.0794,8.2,12.89,79.62,87.53,Degraded,Suitable for evaluation
EVB_0639,1675,319.73,33.31,28.69,8.27,38.92,0.1055,1.03,10.65,64.87,75.95,Critical,Consider second-life/replacement
EVB_0640,1071,378.97,58.59,20.84,97.11,46.73,0.085,17.2,22.21,77.89,85.84,Degraded,Suitable for evaluation
EVB_0641,467,377.1,16.35,34.7,95.17,54.24,0.0665,19.47,6.16,90.4,94.72,Healthy,Not yet
EVB_0642,164,358.53,52.28,30.92,53.73,57.77,0.0501,11.13,18.74,96.28,97.96,Healthy,Not yet
EVB_0643,666,330.16,49.34,24.06,13.9,52.05,0.0688,2.39,16.29,86.74,92.71,Moderate,Suitable for evaluation
EVB_0644,1269,366.14,38.64,19.56,76.69,45.45,0.089,12.76,14.15,75.75,84.13,Degraded,Suitable for evaluation
EVB_0645,875,349.99,74.88,41.24,51.73,49.83,0.0925,9.02,26.21,83.04,83.94,Moderate,Suitable for evaluation
